CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,MonthlyUsageGB,SupportTickets,Churn
7911,Female,41,44,74.57,3438.98,Month-to-Month,Credit Card,Yes,27.9,6,Yes
7912,Female,53,41,73.22,3128.08,Two Year,Credit Card,Yes,83.7,9,No
7913,Female,51,3,54.09,168.38,One Year,Electronic Check,Yes,78.6,9,Yes
7914,Male,62,1,87.6,84.81,Month-to-Month,Bank Transfer,No,82.0,3,Yes
7915,Female,65,11,77.09,812.7,Month-to-Month,Bank Transfer,No,5.7,0,Yes
7916,Female,51,7,42.65,312.41,One Year,Mailed Check,No,48.7,2,Yes
7917,Female,36,12,67.97,810.4,Month-to-Month,Credit Card,Yes,13.6,7,Yes
7918,Male,34,38,54.42,2145.66,Month-to-Month,Bank Transfer,Yes,67.4,9,Yes
7919,Male,22,54,20.53,1107.17,Month-to-Month,Electronic Check,No,31.1,6,Yes
7920,Female,42,67,84.61,5753.43,Month-to-Month,Electronic Check,Yes,77.5,1,Yes
7921,Male,35,53,29.83,1621.37,One Year,Credit Card,Yes,6.5,6,Yes
7922,Male,67,32,60.8,1952.35,Two Year,Mailed Check,Yes,51.3,1,No
7923,Female,25,45,46.9,2202.74,One Year,Electronic Check,No,12.4,5,No
7924,Male,44,51,47.37,2306.67,Month-to-Month,Credit Card,Yes,55.8,7,Yes
7925,Male,32,37,58.19,2225.14,Two Year,Mailed Check,No,60.7,2,No
7926,Male,62,59,99.76,5996.38,One Year,Bank Transfer,Yes,46.2,2,No
7927,Female,30,54,52.67,2796.02,One Year,Credit Card,No,28.0,7,No
7928,Female,33,18,34.59,620.76,Month-to-Month,Mailed Check,Yes,3.2,7,Yes
7929,Female,39,1,69.09,68.9,Month-to-Month,Electronic Check,Yes,66.2,9,Yes
7930,Male,37,21,38.9,779.57,Two Year,Bank Transfer,No,87.0,5,No
7931,Female,30,28,28.44,799.13,Month-to-Month,Electronic Check,Yes,73.4,0,Yes
7932,Male,37,16,24.01,367.49,One Year,Electronic Check,No,89.3,2,No
7933,Male,19,48,21.83,1049.53,One Year,Bank Transfer,No,93.0,9,No
7934,Male,52,28,54.49,1482.26,Month-to-Month,Credit Card,Yes,45.0,6,Yes
7935,Female,64,22,54.14,1230.82,One Year,Credit Card,Yes,69.8,1,No
7936,Female,36,1,34.84,33.34,Month-to-Month,Credit Card,No,39.7,8,Yes
7937,Female,62,42,82.72,3403.03,One Year,Electronic Check,No,92.0,8,No
7938,Female,54,70,30.34,2104.38,Two Year,Electronic Check,No,56.3,1,No
7939,Male,23,3,93.23,282.55,Two Year,Credit Card,Yes,75.2,5,No
7940,Female,31,44,67.01,3092.18,Two Year,Credit Card,No,1.5,1,Yes
7941,Male,21,27,22.21,577.45,One Year,Bank Transfer,Yes,57.6,0,No
7942,Female,39,51,97.04,4886.07,One Year,Electronic Check,Yes,74.2,9,No
7943,Female,56,24,44.64,1090.76,One Year,Mailed Check,Yes,25.7,8,Yes
7944,Female,53,20,56.0,1105.87,Month-to-Month,Credit Card,No,1.4,4,No
7945,Male,51,32,42.74,1332.23,Month-to-Month,Credit Card,Yes,74.4,0,Yes
7946,Male,44,13,78.27,1049.55,One Year,Electronic Check,Yes,33.8,6,Yes
7947,Male,24,43,58.85,2451.44,Month-to-Month,Credit Card,Yes,42.9,2,No
7948,Male,20,20,30.59,601.8,Two Year,Credit Card,Yes,56.2,5,No
7949,Male,64,2,28.34,55.21,Month-to-Month,Electronic Check,No,11.0,3,Yes
7950,Female,50,68,78.03,5550.44,Month-to-Month,Credit Card,Yes,10.4,2,No
7951,Male,19,60,38.97,2416.83,Month-to-Month,Bank Transfer,Yes,96.1,5,Yes
7952,Male,59,4,31.02,123.6,Two Year,Mailed Check,No,33.9,7,Yes
7953,Male,33,17,59.95,1053.81,Two Year,Electronic Check,No,25.6,5,Yes
7954,Male,42,1,84.22,85.76,Month-to-Month,Bank Transfer,No,4.8,5,No
7955,Female,32,33,42.3,1375.92,One Year,Electronic Check,No,17.4,4,No
7956,Male,41,30,42.11,1226.58,One Year,Electronic Check,Yes,43.1,4,Yes
7957,Female,32,5,86.71,427.51,One Year,Electronic Check,Yes,34.2,0,No
7958,Female,48,12,31.83,382.65,One Year,Mailed Check,No,42.5,3,Yes
7959,Female,31,32,69.34,2152.31,Month-to-Month,Bank Transfer,Yes,70.4,7,Yes
7960,Male,31,38,96.4,3580.22,One Year,Mailed Check,No,64.2,5,Yes
7961,Female,23,17,87.3,1505.88,Month-to-Month,Electronic Check,No,49.3,6,No
7962,Male,31,58,24.95,1479.56,Month-to-Month,Credit Card,No,81.5,8,Yes
7963,Male,34,40,45.59,1815.59,Month-to-Month,Mailed Check,No,85.7,7,Yes
7964,Male,35,24,31.39,788.74,Month-to-Month,Credit Card,Yes,59.1,3,Yes
7965,Male,37,12,95.94,1128.84,One Year,Electronic Check,No,11.8,6,No
7966,Male,34,19,98.88,1956.06,Month-to-Month,Credit Card,No,40.6,2,No
7967,Female,33,29,38.8,1099.8,One Year,Mailed Check,No,63.4,4,Yes
7968,Female,57,52,73.58,3916.31,One Year,Bank Transfer,Yes,6.3,2,No
7969,Male,56,17,87.33,1558.6,Two Year,Credit Card,Yes,2.0,6,No
7970,Female,49,21,38.69,839.59,One Year,Mailed Check,Yes,94.8,2,No
7971,Male,61,60,35.01,2095.41,Two Year,Bank Transfer,No,73.0,7,No
7972,Female,26,20,20.9,402.31,Month-to-Month,Electronic Check,Yes,15.3,9,No
7973,Female,44,53,52.96,2937.75,One Year,Bank Transfer,Yes,44.5,7,Yes
7974,Female,63,63,91.95,5920.69,Month-to-Month,Electronic Check,Yes,19.4,5,No
7975,Female,50,57,92.24,5435.38,One Year,Mailed Check,No,1.0,8,Yes
7976,Female,27,29,30.22,882.76,Month-to-Month,Mailed Check,Yes,39.2,1,Yes
7977,Male,34,1,36.35,36.27,One Year,Bank Transfer,No,64.8,5,Yes
7978,Male,66,59,52.64,2974.83,Month-to-Month,Mailed Check,No,95.4,3,No
7979,Female,66,64,82.45,5045.65,Month-to-Month,Mailed Check,Yes,77.0,6,Yes
7980,Male,53,72,68.95,5005.15,One Year,Electronic Check,Yes,23.0,0,No
7981,Female,34,71,61.11,4203.76,Two Year,Mailed Check,No,33.6,3,No
7982,Male,35,44,67.35,3015.24,Month-to-Month,Credit Card,No,52.1,9,No
7983,Female,40,48,27.7,1390.38,Two Year,Electronic Check,No,19.1,3,No
7984,Female,51,15,58.21,860.56,Month-to-Month,Credit Card,No,83.3,5,No
7985,Female,25,35,99.37,3560.36,One Year,Bank Transfer,Yes,16.8,9,No
7986,Male,30,23,27.08,648.46,Two Year,Credit Card,Yes,29.0,5,No
7987,Male,40,53,61.54,3373.71,Month-to-Month,Mailed Check,Yes,57.8,5,No
7988,Female,37,45,43.65,1882.52,Month-to-Month,Bank Transfer,No,12.3,3,Yes
7989,Female,39,13,63.19,836.04,Month-to-Month,Mailed Check,Yes,62.5,4,No
7990,Male,64,34,65.91,2196.7,Month-to-Month,Bank Transfer,Yes,94.4,7,Yes
7991,Male,40,38,66.2,2616.95,One Year,Bank Transfer,No,69.2,2,No
7992,Male,58,70,88.18,5969.37,One Year,Electronic Check,No,81.3,5,No
7993,Male,52,68,51.18,3383.65,Two Year,Credit Card,Yes,43.8,0,No
7994,Male,20,5,61.31,306.3,Month-to-Month,Mailed Check,No,36.5,9,No
7995,Female,51,40,20.87,820.65,One Year,Bank Transfer,Yes,32.9,5,Yes
7996,Male,50,70,83.16,5739.37,Month-to-Month,Electronic Check,Yes,66.0,8,Yes
7997,Female,63,21,40.76,849.5,Two Year,Bank Transfer,Yes,51.9,7,Yes
7998,Female,34,28,85.32,2303.85,Month-to-Month,Credit Card,No,47.2,4,Yes
7999,Male,62,3,41.25,118.75,Two Year,Bank Transfer,No,10.1,6,Yes
8000,Male,36,23,20.86,465.05,Month-to-Month,Credit Card,Yes,67.3,4,No
8001,Female,47,72,32.39,2340.02,One Year,Bank Transfer,Yes,72.5,2,No
8002,Male,40,19,98.85,1859.62,Month-to-Month,Credit Card,No,19.6,8,Yes
8003,Female,32,50,45.58,2316.37,Two Year,Mailed Check,Yes,76.0,6,No
8004,Male,31,58,28.71,1697.34,One Year,Credit Card,No,87.9,7,No
8005,Male,19,20,29.5,597.7,One Year,Credit Card,No,17.5,6,No
8006,Male,56,72,44.83,3139.72,One Year,Mailed Check,Yes,45.2,6,No
8007,Female,66,53,23.01,1234.45,Month-to-Month,Credit Card,No,87.6,7,No
8008,Male,35,9,60.92,551.73,Month-to-Month,Bank Transfer,Yes,48.7,7,Yes
8009,Female,23,4,37.1,150.44,Two Year,Bank Transfer,No,81.5,5,Yes
8010,Male,49,41,61.54,2459.83,Month-to-Month,Bank Transfer,Yes,21.6,3,No
8011,Female,38,25,31.26,819.68,Two Year,Mailed Check,Yes,6.4,4,No
8012,Male,57,34,54.39,1939.37,One Year,Credit Card,Yes,5.9,5,Yes
8013,Female,45,9,67.83,633.59,Month-to-Month,Credit Card,Yes,97.2,8,No
8014,Female,44,13,24.96,315.99,One Year,Bank Transfer,Yes,16.5,4,No
8015,Female,19,9,51.9,478.9,One Year,Credit Card,Yes,86.5,8,Yes
8016,Female,50,4,44.2,170.18,One Year,Bank Transfer,Yes,31.6,8,Yes
8017,Female,33,34,39.23,1389.43,Two Year,Bank Transfer,Yes,4.0,7,No
8018,Female,56,7,68.36,465.31,Month-to-Month,Bank Transfer,No,24.1,9,Yes
8019,Male,39,15,67.08,1000.27,Two Year,Mailed Check,Yes,50.5,5,No
8020,Female,60,38,70.46,2715.93,Month-to-Month,Electronic Check,No,10.7,0,No
8021,Female,64,52,32.71,1678.18,Two Year,Electronic Check,Yes,92.2,4,No
8022,Female,30,7,42.86,292.18,Month-to-Month,Credit Card,Yes,90.0,2,No
8023,Male,19,45,36.77,1703.11,Month-to-Month,Bank Transfer,No,14.9,8,Yes
8024,Male,31,59,63.24,3847.77,One Year,Electronic Check,Yes,73.7,3,Yes
8025,Male,55,21,56.89,1191.97,Month-to-Month,Electronic Check,Yes,46.1,6,Yes
8026,Female,58,28,46.42,1273.62,Two Year,Credit Card,No,98.2,5,No
8027,Male,45,3,82.88,253.85,Month-to-Month,Mailed Check,Yes,5.5,5,Yes
8028,Male,24,14,27.52,400.69,Month-to-Month,Credit Card,Yes,47.1,4,No
8029,Female,35,2,97.99,201.93,Month-to-Month,Credit Card,No,28.5,0,Yes
8030,Female,58,29,29.32,855.49,Month-to-Month,Bank Transfer,Yes,72.6,2,No
8031,Male,53,18,81.85,1408.43,One Year,Mailed Check,Yes,11.1,4,No
8032,Female,58,37,49.46,1906.73,One Year,Credit Card,Yes,62.8,1,Yes
8033,Female,53,45,89.22,4178.93,Month-to-Month,Electronic Check,Yes,94.8,1,Yes
8034,Female,61,45,25.93,1138.39,Month-to-Month,Electronic Check,Yes,45.4,3,No
8035,Female,21,24,49.98,1221.9,Month-to-Month,Credit Card,No,45.4,6,No
8036,Male,47,46,46.84,2127.42,Month-to-Month,Bank Transfer,Yes,49.6,0,Yes
8037,Female,41,12,99.45,1159.99,One Year,Bank Transfer,Yes,41.6,8,No
8038,Male,37,53,98.84,4982.21,One Year,Credit Card,Yes,44.7,0,No
8039,Male,63,45,35.18,1561.75,One Year,Mailed Check,Yes,46.3,7,Yes
8040,Male,48,32,70.4,2187.7,Two Year,Bank Transfer,Yes,99.8,5,Yes
8041,Male,41,18,62.84,1077.25,Two Year,Electronic Check,Yes,11.6,0,No
8042,Female,24,13,32.35,421.67,Month-to-Month,Mailed Check,No,28.5,6,No
8043,Female,43,4,33.42,130.1,Month-to-Month,Credit Card,No,21.1,1,Yes
8044,Female,30,23,99.14,2300.46,Two Year,Mailed Check,Yes,54.4,0,No
8045,Male,25,62,56.22,3457.15,One Year,Bank Transfer,Yes,0.3,7,No
8046,Male,22,54,30.06,1597.48,Month-to-Month,Bank Transfer,No,92.1,1,No
8047,Male,61,55,37.18,2019.54,One Year,Electronic Check,No,53.1,8,Yes
8048,Female,30,69,41.47,2882.57,Two Year,Credit Card,Yes,89.6,5,No
8049,Male,46,40,60.87,2516.12,Two Year,Mailed Check,Yes,34.5,0,No
8050,Female,37,14,46.84,666.86,Month-to-Month,Mailed Check,Yes,15.0,7,No
8051,Female,31,28,56.4,1517.7,Two Year,Mailed Check,Yes,19.2,6,No
8052,Female,49,72,33.32,2415.11,Two Year,Mailed Check,Yes,47.1,0,Yes
8053,Female,67,71,46.14,3364.03,Month-to-Month,Electronic Check,No,4.0,7,No
8054,Male,44,67,25.63,1684.77,Two Year,Electronic Check,Yes,78.2,1,No
8055,Female,42,29,91.18,2678.08,Two Year,Electronic Check,Yes,79.1,7,Yes
8056,Male,21,61,35.9,2080.5,Month-to-Month,Bank Transfer,No,70.2,8,No
8057,Female,38,68,80.55,5718.27,One Year,Electronic Check,Yes,89.6,4,No
8058,Male,35,9,47.96,421.61,Month-to-Month,Electronic Check,Yes,54.9,4,Yes
8059,Male,56,17,57.95,1025.15,One Year,Credit Card,No,47.9,6,No
8060,Female,32,49,43.3,2061.58,Two Year,Credit Card,Yes,52.9,0,No
8061,Female,55,63,75.72,4959.37,Month-to-Month,Credit Card,No,18.2,4,Yes
8062,Female,65,46,87.56,4049.76,Month-to-Month,Credit Card,Yes,51.2,0,Yes
8063,Male,41,13,42.9,539.99,Two Year,Electronic Check,Yes,54.2,7,No
8064,Female,25,45,39.38,1740.06,Two Year,Electronic Check,No,76.5,7,No
8065,Female,45,53,74.52,4079.87,Month-to-Month,Bank Transfer,Yes,34.8,0,No
8066,Male,38,17,35.61,632.78,Two Year,Mailed Check,No,9.2,1,Yes
8067,Female,33,47,71.19,3471.91,Month-to-Month,Mailed Check,Yes,59.7,6,Yes
8068,Male,33,62,27.55,1771.55,Month-to-Month,Credit Card,Yes,78.8,6,Yes
8069,Female,52,50,69.61,3307.98,One Year,Bank Transfer,No,97.0,8,No
8070,Male,34,43,61.07,2612.46,One Year,Electronic Check,No,9.0,2,Yes
8071,Male,26,68,29.11,2046.19,One Year,Mailed Check,No,74.6,1,No
8072,Female,52,72,71.93,4938.25,Month-to-Month,Credit Card,Yes,59.6,9,Yes
8073,Male,46,28,55.72,1590.44,Month-to-Month,Credit Card,No,1.5,7,Yes
8074,Female,56,45,37.37,1681.84,Two Year,Mailed Check,Yes,71.8,6,No
8075,Female,35,41,48.27,2036.54,Month-to-Month,Mailed Check,No,2.6,2,No
8076,Male,29,36,59.37,2086.19,Month-to-Month,Mailed Check,Yes,78.5,2,No
8077,Female,36,33,27.32,936.02,Two Year,Electronic Check,Yes,72.1,6,Yes
8078,Male,65,25,96.61,2366.16,One Year,Mailed Check,Yes,68.8,4,No
8079,Male,39,19,73.24,1454.35,Month-to-Month,Bank Transfer,Yes,12.0,8,No
8080,Male,66,47,28.2,1344.02,Month-to-Month,Bank Transfer,No,91.9,9,Yes
8081,Male,32,33,85.83,2746.56,Two Year,Mailed Check,Yes,89.9,6,No
8082,Male,18,67,45.8,3153.28,Two Year,Electronic Check,No,90.0,0,No
8083,Male,19,14,67.74,951.66,Month-to-Month,Credit Card,Yes,36.0,0,Yes
8084,Male,25,33,42.17,1378.79,One Year,Mailed Check,Yes,49.2,5,No
8085,Male,39,42,78.67,3294.93,Month-to-Month,Mailed Check,Yes,11.5,4,Yes
8086,Female,42,65,77.84,5008.67,Two Year,Mailed Check,No,5.1,4,No
8087,Female,19,47,64.16,3078.08,Month-to-Month,Bank Transfer,No,5.9,7,No
8088,Male,26,35,39.27,1341.31,One Year,Bank Transfer,Yes,56.9,7,Yes
8089,Female,26,32,40.3,1291.16,One Year,Credit Card,Yes,32.1,8,No
8090,Female,30,55,50.63,2855.78,One Year,Electronic Check,Yes,58.0,3,No
8091,Female,23,54,31.6,1645.59,Two Year,Mailed Check,No,59.3,4,No
8092,Female,47,51,47.01,2347.6,Month-to-Month,Mailed Check,No,90.7,6,Yes
8093,Female,32,59,74.75,4283.88,Two Year,Mailed Check,Yes,88.2,2,No
8094,Female,32,72,86.47,6270.61,Month-to-Month,Credit Card,Yes,71.9,5,Yes
8095,Male,67,14,46.61,646.8,Month-to-Month,Mailed Check,No,81.9,2,No
8096,Female,24,18,38.69,684.16,Month-to-Month,Bank Transfer,Yes,0.3,3,Yes
8097,Female,28,55,86.61,4695.81,Month-to-Month,Electronic Check,No,1.6,9,Yes
8098,Female,57,56,91.26,5094.99,Month-to-Month,Bank Transfer,Yes,45.9,7,No
8099,Female,55,49,52.8,2566.09,Two Year,Mailed Check,No,65.4,9,No
8100,Male,57,60,22.15,1356.42,One Year,Credit Card,Yes,79.4,3,No
8101,Male,19,53,75.6,4084.02,Two Year,Bank Transfer,Yes,44.7,3,Yes
8102,Male,65,71,82.72,5595.1,One Year,Electronic Check,Yes,94.0,6,Yes
8103,Male,56,6,21.44,131.34,Month-to-Month,Credit Card,Yes,81.5,2,No
8104,Female,27,70,67.6,4600.45,Month-to-Month,Mailed Check,Yes,10.3,2,Yes
8105,Male,61,8,67.07,532.26,Two Year,Mailed Check,Yes,44.0,0,Yes
8106,Male,34,15,50.3,733.56,Month-to-Month,Credit Card,No,99.5,6,Yes
8107,Male,24,26,79.98,2000.25,Month-to-Month,Bank Transfer,No,41.0,3,No
8108,Male,57,39,54.25,2133.51,Month-to-Month,Bank Transfer,Yes,38.6,6,Yes
8109,Female,56,3,74.14,232.44,Month-to-Month,Credit Card,Yes,29.4,1,Yes
8110,Male,21,57,61.37,3453.3,One Year,Bank Transfer,Yes,48.6,4,No
8111,Female,52,10,39.88,405.91,Month-to-Month,Electronic Check,No,73.0,6,Yes
8112,Male,64,3,68.52,204.59,One Year,Credit Card,No,4.7,8,Yes
8113,Female,53,46,78.95,3515.95,Month-to-Month,Electronic Check,Yes,83.6,9,Yes
8114,Female,48,22,97.91,2244.7,One Year,Credit Card,No,91.8,3,No
8115,Male,42,67,50.41,3360.45,Two Year,Electronic Check,No,78.1,5,No
8116,Male,58,65,25.16,1555.01,One Year,Mailed Check,Yes,91.6,2,No
8117,Male,30,19,99.04,1873.6,Month-to-Month,Mailed Check,Yes,9.5,1,Yes
8118,Male,35,62,69.9,4119.68,Month-to-Month,Bank Transfer,No,45.0,9,No
8119,Female,38,57,95.72,5616.4,Two Year,Credit Card,Yes,7.1,1,Yes
8120,Female,65,13,28.31,363.17,Month-to-Month,Mailed Check,Yes,83.7,4,Yes
8121,Male,18,16,47.36,766.44,Month-to-Month,Credit Card,Yes,95.3,2,No
8122,Male,53,16,30.71,504.47,Two Year,Credit Card,No,29.8,1,No
8123,Female,67,52,86.84,4302.41,Two Year,Electronic Check,Yes,53.5,1,Yes
8124,Male,25,41,90.43,3714.33,Two Year,Mailed Check,Yes,29.8,2,No
8125,Female,65,48,60.1,2924.63,Two Year,Bank Transfer,No,37.9,0,No
8126,Male,38,39,34.93,1358.34,Two Year,Bank Transfer,No,47.7,7,Yes
8127,Female,60,13,30.17,384.61,One Year,Bank Transfer,Yes,79.1,8,Yes
8128,Female,38,4,67.05,267.21,Month-to-Month,Credit Card,Yes,14.7,0,Yes
8129,Female,44,43,60.51,2574.14,Two Year,Bank Transfer,Yes,15.7,4,No
8130,Female,36,46,75.58,3515.47,Two Year,Credit Card,No,20.2,7,No
8131,Female,40,47,44.42,2081.29,Month-to-Month,Mailed Check,Yes,5.3,1,Yes
8132,Male,67,53,52.19,2663.78,Month-to-Month,Credit Card,No,64.3,0,Yes
8133,Female,60,25,21.71,520.17,Month-to-Month,Bank Transfer,Yes,19.0,4,Yes
8134,Male,52,41,68.81,2726.2,Two Year,Mailed Check,Yes,43.8,0,No
8135,Female,57,3,53.85,154.53,One Year,Bank Transfer,Yes,68.6,5,No
8136,Female,59,13,93.58,1186.56,Month-to-Month,Credit Card,Yes,44.9,8,Yes
8137,Male,65,18,71.34,1228.9,Month-to-Month,Credit Card,Yes,90.6,7,Yes
8138,Male,22,37,51.9,1940.19,Two Year,Bank Transfer,Yes,76.9,5,Yes
8139,Male,58,43,41.09,1757.1,One Year,Mailed Check,No,27.3,3,No
8140,Male,25,34,92.42,3065.44,Month-to-Month,Credit Card,No,13.0,6,No
8141,Female,28,55,21.3,1114.4,Month-to-Month,Electronic Check,Yes,89.4,5,Yes
8142,Male,33,52,46.15,2314.9,Month-to-Month,Electronic Check,No,39.7,6,Yes
8143,Female,56,36,95.48,3494.58,Month-to-Month,Electronic Check,No,38.3,1,No
8144,Male,64,54,72.32,3807.42,One Year,Electronic Check,Yes,81.0,6,No
8145,Male,41,59,62.62,3632.85,One Year,Bank Transfer,Yes,0.9,9,No
8146,Female,38,52,36.28,1806.63,Month-to-Month,Credit Card,No,45.1,3,Yes
8147,Female,40,19,86.67,1654.68,One Year,Mailed Check,Yes,71.4,4,No
8148,Male,66,12,36.34,449.35,Month-to-Month,Electronic Check,Yes,84.9,6,No
8149,Female,55,11,39.86,432.03,Two Year,Bank Transfer,Yes,88.5,9,Yes
8150,Female,64,48,35.35,1631.42,Month-to-Month,Mailed Check,Yes,46.6,1,No
8151,Female,25,16,32.65,546.12,Month-to-Month,Bank Transfer,Yes,84.8,0,No
8152,Female,24,71,96.26,6842.17,Month-to-Month,Credit Card,Yes,3.6,4,Yes
8153,Female,19,47,68.16,3071.99,Month-to-Month,Electronic Check,No,30.5,9,Yes
8154,Female,47,67,71.03,4757.76,Month-to-Month,Mailed Check,Yes,1.0,0,Yes
8155,Female,30,31,96.35,2850.92,Month-to-Month,Mailed Check,Yes,16.6,5,Yes
8156,Female,40,8,38.45,293.92,One Year,Bank Transfer,Yes,72.5,1,No
8157,Male,46,61,20.47,1226.01,Month-to-Month,Bank Transfer,No,0.4,1,No
8158,Female,55,44,67.91,3041.01,Month-to-Month,Credit Card,Yes,52.3,3,No
8159,Male,54,50,60.63,3093.66,Two Year,Mailed Check,Yes,41.4,9,No
8160,Female,37,35,58.21,2119.14,Month-to-Month,Electronic Check,Yes,12.3,1,No
8161,Female,50,61,24.95,1462.29,One Year,Electronic Check,Yes,68.6,8,No
8162,Female,46,55,56.35,3088.09,Month-to-Month,Mailed Check,Yes,69.3,2,Yes
8163,Female,67,66,43.0,2831.29,Month-to-Month,Mailed Check,No,72.6,7,No
8164,Male,32,14,41.97,585.28,Month-to-Month,Credit Card,No,76.5,6,No
8165,Male,40,4,37.79,156.32,Month-to-Month,Electronic Check,Yes,31.5,6,Yes
8166,Female,59,17,46.6,816.87,Two Year,Electronic Check,Yes,99.4,3,Yes
8167,Male,20,69,48.25,3331.83,Month-to-Month,Bank Transfer,Yes,7.3,3,Yes
8168,Female,54,24,44.7,1102.68,One Year,Bank Transfer,Yes,64.8,0,No
8169,Female,46,49,98.3,4604.38,One Year,Electronic Check,No,97.1,7,No
8170,Male,62,55,94.62,5220.82,Month-to-Month,Mailed Check,Yes,22.4,0,Yes
8171,Male,25,71,65.96,4493.45,One Year,Mailed Check,Yes,27.8,3,No
8172,Female,39,23,98.48,2348.17,Month-to-Month,Bank Transfer,Yes,57.6,2,No
8173,Female,46,12,99.3,1191.98,One Year,Mailed Check,Yes,78.1,0,No
8174,Male,19,11,48.48,507.55,Two Year,Credit Card,No,32.9,6,No
8175,Female,58,29,55.62,1620.99,Month-to-Month,Mailed Check,Yes,83.7,6,Yes
8176,Male,66,62,96.72,6139.22,Month-to-Month,Mailed Check,No,24.1,1,No
8177,Female,67,53,68.69,3507.66,Month-to-Month,Mailed Check,No,87.4,9,No
8178,Female,62,48,37.03,1738.84,Month-to-Month,Bank Transfer,Yes,25.3,4,Yes
8179,Male,18,66,75.15,4934.25,Month-to-Month,Mailed Check,No,61.7,7,Yes
8180,Male,61,48,36.46,1735.14,Two Year,Electronic Check,Yes,35.8,0,No
8181,Male,37,59,47.15,2782.65,Month-to-Month,Bank Transfer,Yes,32.2,8,No
8182,Female,38,71,38.2,2581.06,Month-to-Month,Mailed Check,No,35.4,6,Yes
8183,Female,54,57,39.6,2310.96,Month-to-Month,Mailed Check,Yes,49.9,6,No
8184,Female,25,3,20.37,59.98,Month-to-Month,Credit Card,Yes,84.5,1,Yes
8185,Female,44,32,90.46,2953.14,Month-to-Month,Mailed Check,No,75.9,7,Yes
8186,Male,64,8,43.68,361.85,Month-to-Month,Bank Transfer,No,44.9,2,Yes
8187,Female,52,30,26.91,822.42,Month-to-Month,Mailed Check,Yes,28.2,9,No
8188,Female,23,15,26.96,411.35,Month-to-Month,Bank Transfer,No,85.4,6,Yes
8189,Female,62,55,64.48,3574.43,One Year,Electronic Check,No,87.0,2,No
8190,Male,61,38,99.43,3589.81,Two Year,Mailed Check,Yes,45.4,5,Yes
8191,Female,36,15,31.6,493.14,Month-to-Month,Bank Transfer,Yes,69.6,0,Yes
8192,Female,35,30,27.97,867.09,Two Year,Electronic Check,No,36.9,3,No
8193,Male,18,46,55.06,2455.4,Month-to-Month,Bank Transfer,No,14.9,8,Yes
8194,Female,42,64,65.07,4031.34,One Year,Mailed Check,Yes,32.1,6,Yes
8195,Female,44,26,43.55,1079.85,Month-to-Month,Bank Transfer,Yes,68.2,6,No
8196,Male,24,67,44.2,2925.72,Two Year,Mailed Check,No,76.9,3,Yes
8197,Female,61,36,53.96,2036.81,Two Year,Bank Transfer,Yes,85.2,9,No
8198,Female,59,31,45.13,1342.68,One Year,Electronic Check,No,1.8,0,Yes
8199,Female,46,40,93.23,3753.44,Two Year,Mailed Check,Yes,48.6,0,No
8200,Male,48,46,23.36,1049.29,One Year,Electronic Check,No,27.4,2,No
8201,Female,61,42,38.77,1687.23,Month-to-Month,Mailed Check,Yes,68.4,6,No
8202,Female,60,18,84.68,1525.34,One Year,Bank Transfer,No,24.5,6,No
8203,Male,53,36,86.72,3232.3,Month-to-Month,Electronic Check,Yes,56.6,4,Yes
8204,Male,36,50,28.92,1508.12,Month-to-Month,Mailed Check,Yes,71.2,8,No
8205,Female,23,61,97.9,6051.68,Month-to-Month,Electronic Check,No,77.0,1,Yes
8206,Female,42,40,75.47,2953.24,One Year,Credit Card,Yes,26.9,8,No
8207,Female,48,3,41.81,124.78,Month-to-Month,Electronic Check,Yes,8.8,8,Yes
8208,Female,26,7,56.48,400.56,One Year,Mailed Check,No,21.9,5,No
8209,Male,37,31,43.77,1377.34,One Year,Bank Transfer,Yes,59.9,3,No
8210,Female,27,65,32.0,1989.94,Month-to-Month,Credit Card,No,4.0,4,No
8211,Male,54,64,43.29,2729.16,Month-to-Month,Credit Card,Yes,15.9,5,No
8212,Male,44,3,66.41,199.88,Two Year,Credit Card,No,99.5,3,Yes
8213,Female,30,35,86.08,2963.51,Two Year,Electronic Check,Yes,38.2,8,Yes
8214,Female,58,15,49.08,741.95,Month-to-Month,Mailed Check,Yes,49.7,1,Yes
8215,Male,19,21,47.83,971.89,Month-to-Month,Electronic Check,No,1.1,7,Yes
8216,Male,67,62,57.44,3395.53,Month-to-Month,Credit Card,Yes,59.2,8,No
8217,Female,38,28,71.56,1971.89,Month-to-Month,Credit Card,No,32.5,3,Yes
8218,Male,50,4,80.13,322.71,Month-to-Month,Credit Card,No,53.0,8,Yes
8219,Female,41,13,46.14,570.49,Two Year,Electronic Check,No,52.6,1,No
8220,Female,61,51,66.91,3450.51,Two Year,Credit Card,Yes,96.7,2,No
8221,Male,59,48,51.15,2419.48,Two Year,Bank Transfer,Yes,26.8,9,No
8222,Male,51,39,77.31,3163.77,Month-to-Month,Mailed Check,Yes,57.0,4,Yes
8223,Female,26,67,33.17,2285.24,Month-to-Month,Credit Card,Yes,38.2,3,Yes
8224,Male,19,58,40.55,2302.76,One Year,Mailed Check,Yes,42.2,2,Yes
8225,Female,47,2,54.08,113.26,One Year,Electronic Check,No,5.6,3,Yes
